userID,ratings,positive_ratings,negative_ratings,cluster_shc,group_clusters
0,224,221,3.0,5,13
1,719,711,8.0,22,2
2,570,547,23.0,23,2
3,1032,1020,12.0,27,10
4,140,127,13.0,3,14
5,227,227,0.0,5,13
6,135,129,6.0,1,15
7,1166,1101,65.0,17,12
8,233,224,9.0,12,22
9,744,641,103.0,28,9
10,1212,1112,100.0,18,6
11,474,446,28.0,23,1
12,857,809,48.0,28,9
13,115,115,0.0,2,15
14,933,897,36.0,28,10
15,278,268,10.0,12,22
16,382,337,45.0,9,19
17,212,210,2.0,5,13
18,441,420,21.0,11,20
19,900,775,125.0,17,12
20,309,282,27.0,13,19
21,521,507,14.0,23,1
22,1564,1500,64.0,19,7
23,382,352,30.0,9,19
24,1502,1342,160.0,15,5
25,212,197,15.0,4,13
26,273,254,19.0,12,22
27,1245,1231,14.0,16,11
28,1067,1054,13.0,27,10
29,1279,1265,14.0,16,11
30,533,521,12.0,23,1
31,1279,1266,13.0,16,11
32,908,842,66.0,28,10
33,184,169,15.0,5,13
34,287,276,11.0,12,22
35,644,633,11.0,22,2
36,1287,1277,10.0,16,11
37,916,902,14.0,27,10
38,1786,1665,121.0,15,5
39,664,599,65.0,25,8
40,465,425,40.0,23,1
41,178,166,12.0,5,13
42,812,780,32.0,26,8
43,392,369,23.0,9,19
44,766,680,86.0,28,9
45,183,178,5.0,5,13
46,587,548,39.0,22,2
47,359,334,25.0,9,19
48,410,403,7.0,11,20
49,205,197,8.0,5,13
50,244,228,16.0,12,22
51,310,303,7.0,12,22
52,345,304,41.0,9,19
53,150,149,1.0,1,15
54,1494,1290,204.0,15,5
55,782,770,12.0,24,8
56,1337,1331,6.0,16,11
57,873,855,18.0,24,8
58,286,269,17.0,12,22
59,372,368,4.0,10,21
60,263,237,26.0,13,19
61,1584,1572,12.0,19,7
62,1157,1109,48.0,17,12
63,1183,1181,2.0,16,11
64,778,746,32.0,26,8
65,951,841,110.0,17,12
66,711,665,46.0,26,8
67,215,189,26.0,4,13
68,290,276,14.0,12,22
69,352,341,11.0,10,21
70,544,541,3.0,23,2
71,1154,1058,96.0,17,12
72,325,268,57.0,9,19
73,383,368,15.0,11,20
74,825,785,40.0,28,9
75,269,262,7.0,12,22
76,228,216,12.0,12,22
77,358,330,28.0,9,19
78,1199,1152,47.0,17,12
79,271,235,36.0,13,19
80,1843,1821,22.0,19,7
81,343,270,73.0,9,19
82,215,213,2.0,5,13
83,954,931,23.0,27,10
84,439,431,8.0,11,20
85,452,443,9.0,11,20
86,1068,991,77.0,17,12
87,253,222,31.0,13,19
88,1126,1057,69.0,17,12
89,110,108,2.0,2,15
90,650,635,15.0,22,2
91,835,797,38.0,28,9
92,344,341,3.0,10,21
93,925,690,235.0,18,6
94,870,859,11.0,24,8
95,752,726,26.0,26,8
96,595,562,33.0,22,2
97,345,341,4.0,10,21
98,495,477,18.0,23,1
99,160,157,3.0,1,15
100,1500,1469,31.0,19,7
101,560,518,42.0,23,2
102,209,209,0.0,5,13
103,1683,1636,47.0,19,7
104,944,939,5.0,27,10
105,935,919,16.0,27,10
106,1176,1058,118.0,18,6
107,101,98,3.0,2,15
108,398,393,5.0,10,21
109,164,153,11.0,1,15
110,732,727,5.0,24,8
111,1078,1019,59.0,17,12
112,496,492,4.0,23,1
113,738,671,67.0,28,9
114,1664,1635,29.0,19,7
115,401,373,28.0,9,19
116,814,768,46.0,28,9
117,1150,1014,136.0,18,6
118,209,188,21.0,4,13
119,663,629,34.0,26,8
120,144,141,3.0,1,15
121,1069,1001,68.0,17,12
122,356,355,1.0,10,21
123,635,629,6.0,22,2
124,1022,973,49.0,27,10
125,370,336,34.0,9,19
126,850,827,23.0,24,8
127,251,229,22.0,12,22
128,442,434,8.0,11,20
129,233,223,10.0,12,22
130,831,815,16.0,24,8
131,722,687,35.0,26,8
132,583,536,47.0,22,2
133,1617,1448,169.0,15,5
134,282,266,16.0,12,22
135,370,366,4.0,10,21
136,145,141,4.0,1,15
137,204,203,1.0,5,13
138,788,750,38.0,26,8
139,273,272,1.0,12,22
140,1090,1059,31.0,27,10
141,627,622,5.0,22,2
142,112,97,15.0,3,14
143,505,482,23.0,23,1
144,977,951,26.0,27,10
145,781,746,35.0,26,8
146,196,191,5.0,5,13
147,268,229,39.0,13,19
148,608,593,15.0,23,2
149,242,202,40.0,13,19
150,1242,1162,80.0,18,6
151,510,472,38.0,23,1
152,116,108,8.0,2,15
153,649,630,19.0,22,2
154,106,103,3.0,2,15
155,341,336,5.0,10,21
156,172,165,7.0,5,13
157,522,484,38.0,23,1
158,508,476,32.0,23,1
159,127,123,4.0,2,15
160,1150,1059,91.0,17,12
161,115,109,6.0,2,15
162,1107,1013,94.0,17,12
163,210,208,2.0,5,13
164,366,365,1.0,10,21
165,1162,1127,35.0,17,12
166,386,375,11.0,10,21
167,994,969,25.0,27,10
168,694,655,39.0,26,8
169,1083,1015,68.0,17,12
170,548,513,35.0,23,2
171,237,227,10.0,12,22
172,504,484,20.0,23,1
173,166,163,3.0,1,15
174,860,846,14.0,24,8
175,487,449,38.0,23,1
176,438,425,13.0,11,20
177,1331,1226,105.0,18,6
178,231,221,10.0,12,22
179,671,632,39.0,26,8
180,194,193,1.0,5,13
181,193,176,17.0,4,13
182,1430,1343,87.0,19,7
183,599,546,53.0,22,2
184,405,404,1.0,11,20
185,934,886,48.0,28,10
186,873,856,17.0,24,8
187,331,308,23.0,10,21
188,598,571,27.0,22,2
189,291,260,31.0,13,19
190,590,560,30.0,22,2
191,882,819,63.0,28,10
192,1466,1287,179.0,15,5
193,289,277,12.0,12,22
194,1606,1433,173.0,15,5
195,178,173,5.0,5,13
196,276,232,44.0,13,19
197,348,333,15.0,10,21
198,413,410,3.0,11,20
199,152,116,36.0,14,18
200,404,393,11.0,11,20
201,549,483,66.0,25,8
202,279,244,35.0,13,19
203,360,343,17.0,10,21
204,589,585,4.0,23,2
205,266,261,5.0,12,22
206,164,157,7.0,1,15
207,667,624,43.0,26,8
208,197,188,9.0,5,13
209,836,834,2.0,24,8
210,421,410,11.0,11,20
211,360,351,9.0,10,21
212,562,533,29.0,23,2
213,143,143,0.0,1,15
214,115,104,11.0,2,15
215,844,791,53.0,28,9
216,103,99,4.0,2,15
217,443,429,14.0,11,20
218,131,123,8.0,1,15
219,236,235,1.0,12,22
220,115,112,3.0,2,15
221,155,148,7.0,1,15
222,1432,1404,28.0,16,11
223,286,284,2.0,12,22
224,1472,1418,54.0,19,7
225,369,352,17.0,10,21
226,518,509,9.0,23,1
227,264,262,2.0,12,22
228,679,639,40.0,26,8
229,762,760,2.0,24,8
230,201,160,41.0,14,19
231,237,231,6.0,12,22
232,188,186,2.0,5,13
233,1116,1026,90.0,17,12
234,565,547,18.0,23,2
235,143,118,25.0,3,14
236,376,346,30.0,9,19
237,1533,1358,175.0,15,5
238,213,206,7.0,5,13
239,487,482,5.0,23,1
240,234,228,6.0,12,22
241,555,514,41.0,23,2
242,1348,1314,34.0,16,11
243,615,590,25.0,22,2
244,145,139,6.0,1,15
245,306,302,4.0,12,22
246,745,698,47.0,26,8
247,254,248,6.0,12,22
248,595,514,81.0,25,8
249,518,503,15.0,23,1
250,852,835,17.0,24,8
251,345,326,19.0,10,21
252,113,112,1.0,2,15
253,555,524,31.0,23,2
254,241,234,7.0,12,22
255,177,166,11.0,5,13
256,534,450,84.0,25,8
257,103,101,2.0,2,15
258,105,84,21.0,3,14
259,448,432,16.0,11,20
260,543,509,34.0,23,2
261,237,212,25.0,12,22
262,661,647,14.0,22,2
263,118,116,2.0,2,15
264,117,111,6.0,2,15
265,196,186,10.0,5,13
266,633,602,31.0,22,2
267,115,114,1.0,2,15
268,102,95,7.0,2,15
269,297,292,5.0,12,22
270,235,232,3.0,12,22
271,708,697,11.0,22,2
272,195,190,5.0,5,13
273,144,132,12.0,3,14
274,164,161,3.0,1,15
275,107,100,7.0,2,15
276,371,352,19.0,10,21
277,225,210,15.0,4,13
278,541,539,2.0,23,2
279,115,100,15.0,3,14
280,557,548,9.0,23,2
281,318,310,8.0,12,22
282,251,246,5.0,12,22
283,451,434,17.0,11,20
284,937,932,5.0,27,10
285,234,214,20.0,12,22
286,821,797,24.0,26,8
287,610,592,18.0,23,2
288,808,744,64.0,28,9
289,568,521,47.0,22,2
290,476,474,2.0,23,1
291,109,102,7.0,2,15
292,166,157,9.0,1,15
293,232,230,2.0,12,22
294,990,979,11.0,27,10
295,383,373,10.0,10,21
296,172,172,0.0,5,13
297,802,783,19.0,24,8
298,606,589,17.0,23,2
299,142,136,6.0,1,15
300,587,583,4.0,23,2
301,402,400,2.0,11,20
302,184,172,12.0,5,13
303,1345,1320,25.0,16,11
304,248,242,6.0,12,22
305,114,113,1.0,2,15
306,705,622,83.0,28,9
307,163,161,2.0,1,15
308,193,175,18.0,4,13
309,623,618,5.0,22,2
310,411,390,21.0,9,19
311,325,310,15.0,10,21
312,123,103,20.0,3,14
313,122,116,6.0,2,15
314,175,161,14.0,5,13
315,535,437,98.0,25,8
316,287,285,2.0,12,22
317,1188,1120,68.0,17,12
318,493,454,39.0,23,1
319,721,635,86.0,28,9
320,674,662,12.0,22,2
321,122,106,16.0,3,14
322,176,163,13.0,5,13
323,448,405,43.0,23,1
324,197,181,16.0,4,13
325,319,270,49.0,9,19
326,107,98,9.0,2,15
327,109,108,1.0,2,15
328,505,485,20.0,23,1
329,441,408,33.0,9,19
330,239,192,47.0,13,19
331,673,606,67.0,25,8
332,571,565,6.0,23,2
333,122,115,7.0,2,15
334,399,385,14.0,11,20
335,167,165,2.0,1,15
336,114,114,0.0,2,15
337,183,161,22.0,4,13
338,198,177,21.0,4,13
339,102,78,24.0,3,14
340,137,128,9.0,1,15
341,410,374,36.0,9,19
342,337,280,57.0,9,19
343,577,555,22.0,23,2
344,1110,1073,37.0,27,10
345,204,187,17.0,4,13
346,264,248,16.0,12,22
347,664,628,36.0,26,8
348,127,123,4.0,2,15
349,425,402,23.0,11,20
350,272,262,10.0,12,22
351,236,224,12.0,12,22
352,132,130,2.0,2,15
353,316,278,38.0,9,19
354,597,568,29.0,22,2
355,147,140,7.0,1,15
356,296,252,44.0,13,19
357,602,568,34.0,22,2
358,157,141,16.0,3,14
359,264,256,8.0,12,22
360,759,693,66.0,28,9
361,1177,1116,61.0,17,12
362,760,709,51.0,26,8
363,201,198,3.0,5,13
364,1216,1121,95.0,18,6
365,166,165,1.0,1,15
366,973,947,26.0,27,10
367,187,184,3.0,5,13
368,295,266,29.0,13,19
369,532,505,27.0,23,2
370,265,260,5.0,12,22
371,470,411,59.0,9,19
372,121,113,8.0,2,15
373,320,293,27.0,13,19
374,154,145,9.0,1,15
375,122,121,1.0,2,15
376,119,118,1.0,2,15
377,114,102,12.0,2,15
378,124,117,7.0,2,15
379,339,332,7.0,10,21
380,242,241,1.0,12,22
381,198,195,3.0,5,13
382,838,790,48.0,28,9
383,635,601,34.0,22,2
384,203,179,24.0,4,13
385,181,179,2.0,5,13
386,343,326,17.0,10,21
387,375,374,1.0,10,21
388,349,322,27.0,9,19
389,381,355,26.0,9,19
390,793,759,34.0,26,8
391,507,486,21.0,23,1
392,402,387,15.0,11,20
393,233,230,3.0,12,22
394,611,550,61.0,25,8
395,240,211,29.0,13,19
396,544,521,23.0,23,2
397,303,297,6.0,12,22
398,169,159,10.0,5,13
399,175,160,15.0,5,13
400,333,333,0.0,10,21
401,210,206,4.0,5,13
402,350,333,17.0,10,21
403,454,453,1.0,11,20
404,1730,1647,83.0,15,5
405,1064,1043,21.0,27,10
406,391,375,16.0,11,20
407,540,517,23.0,23,2
408,505,460,45.0,23,1
409,216,211,5.0,5,13
410,127,123,4.0,2,15
411,601,593,8.0,23,2
412,103,103,0.0,2,15
413,936,922,14.0,27,10
414,131,120,11.0,3,14
415,718,667,51.0,26,8
416,110,110,0.0,2,15
417,150,148,2.0,1,15
418,174,165,9.0,5,13
419,313,309,4.0,12,22
420,238,227,11.0,12,22
421,712,669,43.0,26,8
422,237,232,5.0,12,22
423,703,663,40.0,26,8
424,143,139,4.0,1,15
425,687,673,14.0,22,2
426,238,238,0.0,12,22
427,658,571,87.0,28,9
428,166,151,15.0,3,14
429,734,698,36.0,26,8
430,793,782,11.0,24,8
431,589,566,23.0,23,2
432,159,151,8.0,1,15
433,107,88,19.0,3,14
434,774,700,74.0,28,9
435,207,204,3.0,5,13
436,112,97,15.0,3,14
437,154,147,7.0,1,15
438,288,279,9.0,12,22
439,365,347,18.0,10,21
440,110,109,1.0,2,15
441,460,450,10.0,11,20
442,168,144,24.0,3,14
443,978,945,33.0,27,10
444,448,376,72.0,9,19
445,114,103,11.0,2,15
446,239,220,19.0,12,22
447,490,457,33.0,23,1
448,284,264,20.0,12,22
449,179,174,5.0,5,13
450,213,209,4.0,5,13
451,113,112,1.0,2,15
452,372,357,15.0,10,21
453,1284,1183,101.0,18,6
454,389,323,66.0,9,19
455,123,101,22.0,3,14
456,235,234,1.0,12,22
457,357,345,12.0,10,21
458,133,116,17.0,3,14
459,175,156,19.0,4,13
460,198,180,18.0,4,13
461,328,297,31.0,13,19
462,293,283,10.0,12,22
463,117,114,3.0,2,15
464,261,236,25.0,13,19
465,139,130,9.0,1,15
466,127,124,3.0,2,15
467,1138,1046,92.0,17,12
468,143,89,54.0,14,18
469,212,190,22.0,4,13
470,194,183,11.0,5,13
471,241,209,32.0,13,19
472,124,121,3.0,2,15
473,152,127,25.0,3,14
474,218,193,25.0,4,13
475,159,159,0.0,1,15
476,101,96,5.0,2,15
477,344,293,51.0,9,19
478,655,637,18.0,22,2
479,251,242,9.0,12,22
480,131,122,9.0,1,15
481,109,107,2.0,2,15
482,361,345,16.0,10,21
483,609,567,42.0,22,2
484,660,599,61.0,25,8
485,456,448,8.0,11,20
486,222,204,18.0,4,13
487,288,280,8.0,12,22
488,502,492,10.0,23,1
489,152,146,6.0,1,15
490,187,179,8.0,5,13
491,201,178,23.0,4,13
492,285,278,7.0,12,22
493,384,374,10.0,10,21
494,552,535,17.0,23,2
495,140,135,5.0,1,15
496,134,133,1.0,2,15
497,371,365,6.0,10,21
498,156,154,2.0,1,15
499,121,119,2.0,2,15
500,126,109,17.0,3,14
501,594,576,18.0,23,2
502,192,180,12.0,5,13
503,292,264,28.0,13,19
504,283,277,6.0,12,22
505,904,779,125.0,17,12
506,317,255,62.0,9,19
507,123,118,5.0,2,15
508,140,123,17.0,3,14
509,125,121,4.0,2,15
510,278,269,9.0,12,22
511,293,280,13.0,12,22
512,135,127,8.0,1,15
513,511,487,24.0,23,1
514,145,105,40.0,14,18
515,936,872,64.0,28,10
516,565,540,25.0,23,2
517,103,95,8.0,2,15
518,292,277,15.0,12,22
519,499,468,31.0,23,1
520,227,204,23.0,4,13
521,107,106,1.0,2,15
522,163,146,17.0,3,14
523,140,132,8.0,1,15
524,495,478,17.0,23,1
525,139,138,1.0,2,15
526,353,344,9.0,10,21
527,271,266,5.0,12,22
528,538,520,18.0,23,2
529,145,128,17.0,3,14
530,471,447,24.0,23,1
531,187,149,38.0,14,18
532,197,192,5.0,5,13
533,159,150,9.0,1,15
534,229,224,5.0,5,13
535,240,234,6.0,12,22
536,152,117,35.0,14,18
537,108,104,4.0,2,15
538,238,231,7.0,12,22
539,231,198,33.0,13,19
540,166,142,24.0,3,14
541,110,101,9.0,2,15
542,186,184,2.0,5,13
543,251,251,0.0,12,22
544,115,94,21.0,3,14
545,957,937,20.0,27,10
546,160,125,35.0,14,18
547,112,106,6.0,2,15
548,185,166,19.0,4,13
549,130,123,7.0,1,15
550,318,256,62.0,9,19
551,152,151,1.0,1,15
552,142,138,4.0,1,15
553,983,980,3.0,27,10
554,272,258,14.0,12,22
555,654,645,9.0,22,2
556,187,150,37.0,14,18
557,210,182,28.0,4,13
558,185,166,19.0,4,13
559,709,653,56.0,26,8
560,316,309,7.0,12,22
561,452,449,3.0,11,20
562,244,230,14.0,12,22
563,106,87,19.0,3,14
564,130,117,13.0,3,14
565,129,127,2.0,2,15
566,134,120,14.0,3,14
567,216,193,23.0,4,13
568,113,112,1.0,2,15
569,890,853,37.0,28,9
570,467,457,10.0,11,20
571,304,262,42.0,13,19
572,149,113,36.0,14,18
573,206,201,5.0,5,13
574,157,151,6.0,1,15
575,224,219,5.0,5,13
576,119,115,4.0,2,15
577,146,137,9.0,1,15
578,141,129,12.0,3,14
579,328,322,6.0,12,22
580,212,205,7.0,5,13
581,584,538,46.0,22,2
582,142,140,2.0,1,15
583,233,195,38.0,13,19
584,1036,997,39.0,27,10
585,241,211,30.0,13,19
586,196,182,14.0,4,13
587,134,134,0.0,2,15
588,163,144,19.0,3,14
589,107,97,10.0,2,15
590,269,224,45.0,13,19
591,155,139,16.0,3,14
592,754,743,11.0,24,8
593,186,178,8.0,5,13
594,217,211,6.0,5,13
595,189,155,34.0,14,18
596,205,205,0.0,5,13
597,150,144,6.0,1,15
598,102,102,0.0,2,15
599,173,168,5.0,5,13
600,288,277,11.0,12,22
601,139,138,1.0,2,15
602,148,146,2.0,1,15
603,103,60,43.0,14,18
604,259,227,32.0,13,19
605,399,386,13.0,11,20
606,135,131,4.0,1,15
607,156,149,7.0,1,15
608,351,350,1.0,10,21
609,205,179,26.0,4,13
610,202,186,16.0,4,13
611,373,365,8.0,10,21
612,266,252,14.0,12,22
613,368,345,23.0,9,19
614,119,117,2.0,2,15
615,600,550,50.0,22,2
616,647,623,24.0,22,2
617,205,177,28.0,4,13
618,162,148,14.0,3,14
619,364,364,0.0,10,21
620,183,164,19.0,4,13
621,189,186,3.0,5,13
622,180,173,7.0,5,13
623,167,149,18.0,3,14
624,204,194,10.0,5,13
625,304,297,7.0,12,22
626,113,112,1.0,2,15
627,169,158,11.0,5,13
628,199,198,1.0,5,13
629,315,296,19.0,10,21
630,172,157,15.0,5,13
631,136,123,13.0,3,14
632,252,251,1.0,12,22
633,352,343,9.0,10,21
634,248,223,25.0,12,22
635,166,159,7.0,1,15
636,205,204,1.0,5,13
637,346,333,13.0,10,21
638,605,561,44.0,22,2
639,288,222,66.0,9,19
640,216,202,14.0,4,13
641,226,226,0.0,5,13
642,133,123,10.0,3,14
643,218,202,16.0,4,13
644,353,345,8.0,10,21
645,135,131,4.0,1,15
646,191,180,11.0,5,13
647,159,143,16.0,3,14
648,116,106,10.0,2,15
649,168,161,7.0,1,15
650,157,143,14.0,3,14
651,240,239,1.0,12,22
652,124,123,1.0,2,15
653,656,650,6.0,22,2
654,414,412,2.0,11,20
655,456,441,15.0,11,20
656,621,597,24.0,22,2
657,392,376,16.0,11,20
658,108,106,2.0,2,15
659,126,115,11.0,3,14
660,192,192,0.0,5,13
661,185,177,8.0,5,13
662,251,246,5.0,12,22
663,1220,1205,15.0,16,11
664,109,92,17.0,3,14
665,614,582,32.0,22,2
666,148,144,4.0,1,15
667,323,322,1.0,12,22
668,113,110,3.0,2,15
669,567,562,5.0,23,2
670,417,408,9.0,11,20
671,110,109,1.0,2,15
672,443,428,15.0,11,20
673,104,88,16.0,3,14
674,102,101,1.0,2,15
675,193,190,3.0,5,13
676,220,202,18.0,4,13
677,345,325,20.0,10,21
678,114,98,16.0,3,14
679,461,453,8.0,11,20
680,175,163,12.0,5,13
681,186,172,14.0,5,13
682,315,311,4.0,12,22
683,196,172,24.0,4,13
684,123,113,10.0,3,14
685,175,150,25.0,3,14
686,194,157,37.0,14,18
687,141,124,17.0,3,14
688,340,316,24.0,10,21
689,311,280,31.0,13,19
690,117,107,10.0,2,15
691,298,289,9.0,12,22
692,216,212,4.0,5,13
693,196,191,5.0,5,13
694,369,352,17.0,10,21
695,102,81,21.0,3,14
696,257,238,19.0,12,22
697,139,122,17.0,3,14
698,441,420,21.0,11,20
699,120,113,7.0,2,15
700,248,239,9.0,12,22
701,473,468,5.0,23,1
702,120,119,1.0,2,15
703,166,158,8.0,1,15
704,219,209,10.0,12,22
705,150,146,4.0,1,15
706,285,255,30.0,13,19
707,242,229,13.0,12,22
708,206,205,1.0,5,13
709,364,357,7.0,10,21
710,240,186,54.0,13,19
711,183,181,2.0,5,13
712,570,402,168.0,21,4
713,176,157,19.0,4,13
714,115,108,7.0,2,15
715,128,124,4.0,2,15
716,123,117,6.0,2,15
717,234,225,9.0,12,22
718,109,97,12.0,2,15
719,174,171,3.0,5,13
720,888,856,32.0,28,9
721,320,297,23.0,10,21
722,598,527,71.0,25,8
723,110,109,1.0,2,15
724,390,364,26.0,9,19
725,104,99,5.0,2,15
726,390,353,37.0,9,19
727,209,192,17.0,4,13
728,104,102,2.0,2,15
729,153,136,17.0,3,14
730,445,422,23.0,11,20
731,414,407,7.0,11,20
732,373,366,7.0,10,21
733,208,188,20.0,4,13
734,400,385,15.0,11,20
735,105,101,4.0,2,15
736,130,103,27.0,3,14
737,235,226,9.0,12,22
738,504,497,7.0,23,1
739,246,246,0.0,12,22
740,129,120,9.0,1,15
741,138,135,3.0,1,15
742,132,106,26.0,3,14
743,161,156,5.0,1,15
744,447,410,37.0,9,19
745,258,254,4.0,12,22
746,196,161,35.0,14,18
747,165,156,9.0,1,15
748,107,99,8.0,2,15
749,133,131,2.0,2,15
750,334,319,15.0,10,21
751,124,123,1.0,2,15
752,166,163,3.0,1,15
753,105,93,12.0,2,15
754,145,120,25.0,3,14
755,192,187,5.0,5,13
756,135,120,15.0,3,14
757,138,137,1.0,2,15
758,129,114,15.0,3,14
759,144,138,6.0,1,15
760,103,102,1.0,2,15
761,101,95,6.0,2,15
762,234,222,12.0,12,22
763,150,144,6.0,1,15
764,145,136,9.0,1,15
765,285,284,1.0,12,22
766,251,236,15.0,12,22
767,226,221,5.0,5,13
768,269,267,2.0,12,22
769,180,177,3.0,5,13
770,390,368,22.0,9,19
771,166,166,0.0,1,15
772,262,252,10.0,12,22
773,113,112,1.0,2,15
774,129,125,4.0,2,15
775,174,167,7.0,5,13
776,336,333,3.0,10,21
777,336,328,8.0,10,21
778,140,119,21.0,3,14
779,101,95,6.0,2,15
780,166,157,9.0,1,15
781,127,105,22.0,3,14
782,123,116,7.0,2,15
783,349,330,19.0,10,21
784,196,193,3.0,5,13
785,108,100,8.0,2,15
786,125,123,2.0,2,15
787,176,172,4.0,5,13
788,372,327,45.0,9,19
789,104,104,0.0,2,15
790,104,100,4.0,2,15
791,165,145,20.0,3,14
792,122,105,17.0,3,14
793,107,106,1.0,2,15
794,131,125,6.0,1,15
795,103,98,5.0,2,15
796,223,210,13.0,12,22
797,131,123,8.0,1,15
798,197,182,15.0,4,13
799,218,215,3.0,5,13
800,255,216,39.0,13,19
801,257,220,37.0,13,19
802,159,150,9.0,1,15
803,375,357,18.0,10,21
804,124,123,1.0,2,15
805,258,235,23.0,12,22
806,210,188,22.0,4,13
807,251,240,11.0,12,22
808,132,130,2.0,2,15
809,178,177,1.0,5,13
810,211,209,2.0,5,13
811,135,127,8.0,1,15
812,431,405,26.0,11,20
813,204,190,14.0,4,13
814,189,189,0.0,5,13
815,317,309,8.0,12,22
