user_id,age,gender,occupation,ratings,positive_ratings,negative_ratings,cluster_shc,group_clusters
1,24,M,technician,272,163.0,109.0,12,5
2,53,F,other,62,40.0,22.0,3,2
3,23,M,writer,54,15.0,39.0,23,7
4,24,M,technician,24,19.0,5.0,23,7
5,33,F,other,175,58.0,117.0,8,3
6,42,M,executive,211,134.0,77.0,12,5
7,57,M,administrator,403,274.0,129.0,13,5
8,36,M,administrator,59,40.0,19.0,22,7
9,29,M,student,22,20.0,2.0,15,6
10,53,M,lawyer,184,168.0,16.0,12,5
11,39,F,other,181,86.0,95.0,8,3
12,28,F,other,51,47.0,4.0,3,2
13,47,M,educator,636,269.0,367.0,13,5
14,45,M,scientist,98,75.0,23.0,23,7
15,49,F,educator,104,39.0,65.0,5,2
16,21,M,entertainment,140,116.0,24.0,10,4
17,30,M,programmer,28,12.0,16.0,20,7
18,35,F,other,277,171.0,106.0,8,3
19,40,M,librarian,20,11.0,9.0,23,7
20,42,F,homemaker,48,20.0,28.0,6,2
21,26,M,writer,179,48.0,131.0,23,7
22,25,M,writer,128,74.0,54.0,23,7
23,30,F,artist,151,89.0,62.0,8,3
24,21,F,artist,68,55.0,13.0,6,2
25,39,M,engineer,78,67.0,11.0,19,7
26,49,M,engineer,107,23.0,84.0,19,7
27,40,F,librarian,25,9.0,16.0,6,2
28,32,M,writer,79,50.0,29.0,23,7
29,41,M,programmer,34,23.0,11.0,20,7
30,7,M,student,43,29.0,14.0,15,6
31,24,M,artist,36,26.0,10.0,23,7
32,28,F,student,41,18.0,23.0,1,1
33,23,M,student,24,16.0,8.0,15,6
34,38,F,administrator,20,16.0,4.0,4,2
35,20,F,homemaker,25,8.0,17.0,6,2
36,19,F,student,20,13.0,7.0,1,1
37,23,M,student,57,35.0,22.0,15,6
38,28,F,other,121,74.0,47.0,3,2
39,41,M,entertainment,22,14.0,8.0,21,7
40,38,M,scientist,35,11.0,24.0,23,7
41,33,M,engineer,52,36.0,16.0,19,7
42,30,M,administrator,183,115.0,68.0,10,4
43,29,F,librarian,221,145.0,76.0,8,3
44,26,M,technician,151,99.0,52.0,10,4
45,29,M,programmer,48,27.0,21.0,20,7
46,27,F,marketing,27,21.0,6.0,6,2
47,53,M,marketing,25,15.0,10.0,21,7
48,45,M,administrator,66,42.0,24.0,22,7
49,23,F,student,215,57.0,158.0,2,1
50,21,M,writer,24,14.0,10.0,23,7
51,28,M,educator,23,12.0,11.0,16,8
52,18,F,student,56,49.0,7.0,1,1
53,26,M,programmer,28,20.0,8.0,20,7
54,22,M,executive,65,42.0,23.0,23,7
55,37,M,programmer,21,10.0,11.0,20,7
56,25,M,librarian,187,114.0,73.0,23,7
57,16,M,none,106,51.0,55.0,23,7
58,27,M,programmer,154,109.0,45.0,20,7
59,49,M,educator,382,280.0,102.0,12,5
60,50,M,healthcare,208,179.0,29.0,12,5
61,36,M,engineer,21,7.0,14.0,19,7
62,27,F,administrator,232,114.0,118.0,4,3
63,31,M,marketing,93,31.0,62.0,23,7
64,32,M,educator,200,121.0,79.0,16,8
65,51,F,educator,80,60.0,20.0,5,2
66,23,M,student,38,20.0,18.0,15,6
67,17,M,student,30,19.0,11.0,15,6
68,19,M,student,34,15.0,19.0,15,6
69,24,M,engineer,65,39.0,26.0,19,7
70,27,M,engineer,131,66.0,65.0,18,7
71,39,M,scientist,38,24.0,14.0,23,7
72,48,F,administrator,137,103.0,34.0,4,2
73,24,M,student,66,43.0,23.0,15,6
74,39,M,scientist,39,22.0,17.0,23,7
75,24,M,entertainment,79,40.0,39.0,23,7
76,20,M,student,82,43.0,39.0,15,6
77,30,M,technician,72,38.0,34.0,23,7
78,26,M,administrator,21,11.0,10.0,22,7
79,39,F,administrator,55,38.0,17.0,4,2
80,34,F,administrator,29,17.0,12.0,4,2
81,21,M,student,58,26.0,32.0,15,6
82,50,M,programmer,168,72.0,96.0,10,4
83,40,M,other,155,89.0,66.0,9,4
84,32,M,executive,68,47.0,21.0,23,7
85,51,M,educator,288,156.0,132.0,12,5
86,26,M,administrator,23,11.0,12.0,22,7
87,47,M,administrator,211,130.0,81.0,10,4
88,49,F,librarian,21,14.0,7.0,6,2
89,43,F,administrator,76,53.0,23.0,4,2
90,60,M,educator,300,240.0,60.0,12,5
91,55,M,marketing,98,72.0,26.0,21,7
92,32,M,entertainment,388,161.0,227.0,13,5
93,48,M,executive,20,11.0,9.0,23,7
94,26,M,student,400,242.0,158.0,11,5
95,31,M,administrator,278,143.0,135.0,10,4
96,25,F,artist,56,48.0,8.0,6,2
97,43,M,artist,63,48.0,15.0,23,7
98,49,F,executive,27,13.0,14.0,6,2
99,20,M,student,136,78.0,58.0,14,6
100,36,M,executive,59,22.0,37.0,23,7
101,15,M,student,67,17.0,50.0,15,6
102,38,M,programmer,216,23.0,193.0,10,4
103,26,M,student,29,16.0,13.0,15,6
104,27,M,student,111,26.0,85.0,15,6
105,24,M,engineer,23,11.0,12.0,19,7
106,61,M,retired,64,43.0,21.0,21,7
107,39,M,scientist,22,8.0,14.0,23,7
108,44,M,educator,33,16.0,17.0,16,8
109,29,M,other,234,115.0,119.0,9,4
110,19,M,student,133,41.0,92.0,14,6
111,57,M,engineer,24,14.0,10.0,19,7
112,30,M,salesman,46,31.0,15.0,23,7
113,47,M,executive,51,28.0,23.0,23,7
114,27,M,programmer,48,23.0,25.0,20,7
115,31,M,engineer,92,62.0,30.0,19,7
116,40,M,healthcare,143,41.0,102.0,10,4
117,20,M,student,86,57.0,29.0,15,6
118,21,M,administrator,71,66.0,5.0,22,7
119,32,M,programmer,181,134.0,47.0,10,4
120,47,F,other,26,16.0,10.0,3,2
121,54,M,librarian,74,44.0,30.0,23,7
122,32,F,writer,61,45.0,16.0,6,2
123,48,F,artist,54,36.0,18.0,6,2
124,34,M,student,24,12.0,12.0,15,6
125,30,M,lawyer,182,86.0,96.0,10,4
126,28,F,lawyer,45,23.0,22.0,6,2
127,33,M,none,23,19.0,4.0,23,7
128,24,F,marketing,184,110.0,74.0,8,3
129,36,F,marketing,30,7.0,23.0,6,2
130,20,M,none,353,257.0,96.0,13,5
131,59,F,administrator,30,23.0,7.0,4,2
132,24,M,other,22,14.0,8.0,17,8
133,53,M,engineer,26,10.0,16.0,19,7
134,31,M,programmer,25,15.0,10.0,20,7
135,23,M,student,55,28.0,27.0,15,6
136,51,M,other,35,32.0,3.0,17,8
137,50,M,educator,47,38.0,9.0,16,8
138,46,M,doctor,51,47.0,4.0,21,7
139,20,M,student,24,18.0,6.0,15,6
140,30,F,student,21,9.0,12.0,1,1
141,49,M,programmer,107,63.0,44.0,20,7
142,13,M,other,33,20.0,13.0,17,8
143,42,M,technician,20,13.0,7.0,21,7
144,53,M,programmer,206,140.0,66.0,10,4
145,31,M,entertainment,316,155.0,161.0,12,5
146,45,M,artist,29,18.0,11.0,23,7
147,40,F,librarian,20,17.0,3.0,6,2
148,33,M,engineer,65,49.0,16.0,19,7
149,35,F,marketing,36,11.0,25.0,6,2
150,20,F,artist,32,26.0,6.0,6,2
151,38,F,administrator,307,226.0,81.0,8,3
152,33,F,educator,106,88.0,18.0,5,2
153,25,M,student,23,8.0,15.0,15,6
154,25,M,student,51,36.0,15.0,15,6
155,32,F,other,22,3.0,19.0,3,2
156,25,M,educator,37,23.0,14.0,16,8
157,57,M,engineer,51,31.0,20.0,19,7
158,50,M,educator,173,112.0,61.0,16,8
159,23,F,student,107,55.0,52.0,2,1
160,27,M,programmer,120,88.0,32.0,20,7
161,50,M,lawyer,58,10.0,48.0,21,7
162,25,M,artist,42,25.0,17.0,23,7
163,49,M,administrator,23,10.0,13.0,22,7
164,47,M,healthcare,63,50.0,13.0,10,4
165,20,F,other,30,21.0,9.0,3,2
166,47,M,educator,20,11.0,9.0,16,8
167,37,M,other,69,40.0,29.0,17,8
168,48,M,other,69,36.0,33.0,17,8
169,52,F,other,37,24.0,13.0,3,2
170,53,F,healthcare,22,10.0,12.0,6,2
171,48,F,educator,28,15.0,13.0,5,2
172,55,M,marketing,27,9.0,18.0,21,7
173,56,M,other,43,37.0,6.0,17,8
174,30,F,administrator,177,111.0,66.0,4,2
175,26,F,scientist,38,24.0,14.0,6,2
176,28,M,scientist,63,39.0,24.0,23,7
177,20,M,programmer,115,71.0,44.0,20,7
178,26,M,other,273,178.0,95.0,9,4
179,15,M,entertainment,42,20.0,22.0,23,7
180,22,F,administrator,63,43.0,20.0,4,2
181,26,M,executive,435,20.0,415.0,13,5
182,36,M,programmer,28,16.0,12.0,20,7
183,33,M,scientist,53,20.0,33.0,23,7
184,37,M,librarian,251,146.0,105.0,12,5
185,53,F,librarian,48,42.0,6.0,6,2
186,39,F,executive,92,48.0,44.0,6,2
187,26,M,educator,56,44.0,12.0,16,8
188,42,M,student,112,70.0,42.0,15,6
189,32,M,artist,187,134.0,53.0,10,4
190,30,M,administrator,59,27.0,32.0,22,7
191,33,M,administrator,27,14.0,13.0,22,7
192,42,M,educator,35,21.0,14.0,16,8
193,29,M,student,121,56.0,65.0,15,6
194,38,M,administrator,305,91.0,214.0,10,4
195,42,M,scientist,96,41.0,55.0,23,7
196,49,M,writer,39,22.0,17.0,21,7
197,55,M,technician,118,54.0,64.0,10,4
198,21,F,student,181,73.0,108.0,2,1
199,30,M,writer,40,18.0,22.0,23,7
200,40,M,programmer,216,164.0,52.0,10,4
201,27,M,writer,386,138.0,248.0,13,5
202,41,F,educator,20,7.0,13.0,5,2
203,25,F,student,43,20.0,23.0,1,1
204,52,F,librarian,42,22.0,20.0,6,2
205,47,M,lawyer,22,7.0,15.0,21,7
206,14,F,student,64,14.0,50.0,1,1
207,39,M,marketing,230,82.0,148.0,12,5
208,43,M,engineer,33,23.0,10.0,19,7
209,33,F,educator,33,15.0,18.0,5,2
210,39,M,engineer,132,100.0,32.0,18,7
211,66,M,salesman,37,14.0,23.0,21,7
212,49,F,educator,25,18.0,7.0,5,2
213,33,M,executive,126,106.0,20.0,23,7
214,26,F,librarian,128,91.0,37.0,6,2
215,35,M,programmer,93,58.0,35.0,20,7
216,22,M,engineer,131,84.0,47.0,18,7
217,22,M,other,76,30.0,46.0,17,8
218,37,M,administrator,53,27.0,26.0,22,7
219,32,M,programmer,28,19.0,9.0,20,7
220,30,M,librarian,22,15.0,7.0,23,7
221,19,M,student,146,86.0,60.0,14,6
222,29,M,programmer,387,148.0,239.0,13,5
223,19,F,student,105,42.0,63.0,2,1
224,31,F,educator,141,49.0,92.0,5,2
225,51,F,administrator,27,25.0,2.0,4,2
226,28,M,student,50,34.0,16.0,15,6
227,46,M,executive,58,33.0,25.0,23,7
228,21,F,student,21,9.0,12.0,1,1
229,29,F,librarian,30,11.0,19.0,6,2
230,28,F,student,133,89.0,44.0,2,1
231,48,M,librarian,21,13.0,8.0,23,7
232,45,M,scientist,93,66.0,27.0,23,7
233,38,M,engineer,110,92.0,18.0,18,7
234,60,M,retired,480,158.0,322.0,13,5
235,37,M,educator,94,78.0,16.0,16,8
236,44,F,writer,124,63.0,61.0,6,2
237,49,M,administrator,48,42.0,6.0,22,7
238,42,F,administrator,29,10.0,19.0,4,2
239,39,M,artist,159,120.0,39.0,10,4
240,23,F,educator,24,14.0,10.0,5,2
241,26,F,student,23,11.0,12.0,1,1
242,33,M,educator,20,17.0,3.0,16,8
243,33,M,educator,81,47.0,34.0,16,8
244,28,M,technician,238,154.0,84.0,10,4
245,22,M,student,22,11.0,11.0,15,6
246,19,M,student,195,70.0,125.0,14,6
247,28,M,engineer,26,19.0,7.0,19,7
248,25,M,student,56,29.0,27.0,15,6
249,25,M,student,161,124.0,37.0,14,6
250,29,M,executive,122,88.0,34.0,23,7
251,28,M,doctor,77,47.0,30.0,23,7
252,42,M,engineer,21,19.0,2.0,19,7
253,26,F,librarian,97,69.0,28.0,6,2
254,44,M,educator,159,49.0,110.0,16,8
255,23,M,entertainment,83,22.0,61.0,23,7
256,35,F,none,207,150.0,57.0,8,3
257,17,M,student,57,42.0,15.0,15,6
258,19,F,student,23,14.0,9.0,1,1
259,21,M,student,46,33.0,13.0,15,6
260,40,F,artist,24,17.0,7.0,6,2
261,28,M,administrator,27,20.0,7.0,22,7
262,19,F,student,160,54.0,106.0,2,1
263,41,M,programmer,123,93.0,30.0,20,7
264,36,F,writer,120,95.0,25.0,6,2
265,26,M,executive,46,26.0,20.0,23,7
266,62,F,administrator,23,11.0,12.0,4,2
267,23,M,engineer,185,125.0,60.0,18,7
268,24,M,engineer,328,104.0,224.0,12,5
269,31,F,librarian,323,139.0,184.0,8,3
270,18,F,student,138,116.0,22.0,2,1
271,51,M,engineer,278,161.0,117.0,12,5
272,33,M,scientist,51,46.0,5.0,23,7
273,50,F,other,22,13.0,9.0,3,2
274,20,F,student,71,54.0,17.0,1,1
275,38,M,engineer,95,23.0,72.0,19,7
276,21,M,student,518,274.0,244.0,11,5
277,35,F,administrator,54,33.0,21.0,4,2
278,37,F,librarian,23,18.0,5.0,6,2
279,33,M,programmer,434,209.0,225.0,13,5
280,30,F,librarian,258,129.0,129.0,8,3
281,15,F,student,26,11.0,15.0,1,1
282,22,M,administrator,22,12.0,10.0,22,7
283,28,M,programmer,53,44.0,9.0,20,7
284,40,M,executive,47,23.0,24.0,23,7
285,25,M,programmer,32,24.0,8.0,20,7
286,27,M,student,288,181.0,107.0,11,5
287,21,M,salesman,62,49.0,13.0,23,7
288,34,M,marketing,75,55.0,20.0,23,7
289,11,M,none,27,9.0,18.0,23,7
290,40,M,engineer,150,65.0,85.0,18,7
291,19,M,student,296,195.0,101.0,11,5
292,35,F,programmer,124,101.0,23.0,6,2
293,24,M,writer,388,123.0,265.0,13,5
294,34,M,technician,150,72.0,78.0,10,4
295,31,M,educator,196,178.0,18.0,16,8
296,43,F,administrator,147,119.0,28.0,4,2
297,29,F,educator,192,93.0,99.0,5,2
298,44,M,executive,127,91.0,36.0,23,7
299,29,M,doctor,280,149.0,131.0,12,5
300,26,F,programmer,20,14.0,6.0,6,2
301,24,M,student,275,164.0,111.0,11,5
302,42,M,educator,21,3.0,18.0,16,8
303,19,M,student,484,251.0,233.0,11,5
304,22,F,student,26,11.0,15.0,1,1
305,23,M,programmer,222,104.0,118.0,10,4
306,45,M,other,32,21.0,11.0,17,8
307,25,M,student,112,69.0,43.0,15,6
308,60,M,retired,397,257.0,140.0,13,5
309,40,M,scientist,20,10.0,10.0,23,7
310,37,M,educator,21,14.0,7.0,16,8
311,32,M,technician,294,197.0,97.0,12,5
312,48,M,other,223,179.0,44.0,9,4
313,41,M,marketing,262,141.0,121.0,12,5
314,20,F,student,245,158.0,87.0,2,1
315,31,M,educator,87,66.0,21.0,16,8
316,43,F,other,75,42.0,33.0,3,2
317,22,M,administrator,22,13.0,9.0,22,7
318,65,M,retired,174,114.0,60.0,12,5
319,38,M,programmer,23,11.0,12.0,20,7
320,19,M,student,154,104.0,50.0,14,6
321,49,F,educator,125,76.0,49.0,5,2
322,20,M,student,51,41.0,10.0,15,6
323,21,M,student,89,50.0,39.0,15,6
324,21,F,student,66,57.0,9.0,1,1
325,48,M,technician,142,70.0,72.0,10,4
326,41,M,administrator,187,85.0,102.0,10,4
327,22,M,student,284,145.0,139.0,11,5
328,51,M,administrator,283,125.0,158.0,10,4
329,48,M,educator,65,32.0,33.0,16,8
330,35,F,educator,147,130.0,17.0,5,2
331,33,M,entertainment,70,40.0,30.0,23,7
332,20,M,student,183,141.0,42.0,14,6
333,47,M,other,26,19.0,7.0,17,8
334,32,M,librarian,333,189.0,144.0,12,5
335,45,M,executive,22,13.0,9.0,23,7
336,23,M,salesman,130,41.0,89.0,23,7
337,37,M,scientist,34,23.0,11.0,23,7
338,39,F,librarian,75,55.0,20.0,6,2
339,35,M,lawyer,254,187.0,67.0,12,5
340,46,M,engineer,44,36.0,8.0,19,7
341,17,F,student,21,13.0,8.0,1,1
342,25,F,other,201,100.0,101.0,8,3
343,43,M,engineer,237,176.0,61.0,12,5
344,30,F,librarian,190,112.0,78.0,8,3
345,28,F,librarian,232,130.0,102.0,8,3
346,34,M,other,193,87.0,106.0,9,4
347,18,M,student,199,117.0,82.0,14,6
348,24,F,student,58,43.0,15.0,1,1
349,68,M,retired,41,17.0,24.0,21,7
350,32,M,student,50,43.0,7.0,15,6
351,61,M,educator,44,35.0,9.0,16,8
352,37,F,programmer,42,27.0,15.0,6,2
353,25,M,scientist,25,14.0,11.0,23,7
354,29,F,librarian,233,141.0,92.0,8,3
355,25,M,student,26,24.0,2.0,15,6
356,32,F,homemaker,24,14.0,10.0,6,2
357,26,M,executive,76,56.0,20.0,23,7
358,40,M,educator,43,27.0,16.0,16,8
359,22,M,student,27,18.0,9.0,15,6
360,51,M,other,102,73.0,29.0,9,4
361,22,M,student,121,81.0,40.0,14,6
362,35,F,homemaker,25,13.0,12.0,6,2
363,20,M,student,311,126.0,185.0,11,5
364,63,M,engineer,20,11.0,9.0,19,7
365,29,M,lawyer,58,32.0,26.0,23,7
366,20,F,student,33,27.0,6.0,1,1
367,17,M,student,58,50.0,8.0,15,6
368,18,M,student,45,19.0,26.0,15,6
369,24,M,student,22,15.0,7.0,15,6
370,52,M,writer,75,47.0,28.0,21,7
371,36,M,engineer,51,40.0,11.0,19,7
372,25,F,student,66,59.0,7.0,1,1
373,24,F,other,233,147.0,86.0,8,3
374,36,M,executive,274,135.0,139.0,12,5
375,17,M,entertainment,28,18.0,10.0,23,7
376,28,F,other,30,18.0,12.0,3,2
377,22,M,student,33,21.0,12.0,15,6
378,35,M,student,375,176.0,199.0,11,5
379,44,M,programmer,196,148.0,48.0,10,4
380,32,M,engineer,162,68.0,94.0,18,7
381,33,M,artist,127,84.0,43.0,23,7
382,45,M,engineer,53,24.0,29.0,19,7
383,42,M,administrator,71,62.0,9.0,22,7
384,52,M,programmer,22,20.0,2.0,20,7
385,36,M,writer,281,132.0,149.0,12,5
386,36,M,salesman,23,12.0,11.0,23,7
387,33,M,entertainment,304,149.0,155.0,12,5
388,31,M,other,52,41.0,11.0,17,8
389,44,F,writer,271,162.0,109.0,8,3
390,42,F,writer,31,22.0,9.0,6,2
391,23,M,student,121,79.0,42.0,14,6
392,52,M,writer,111,86.0,25.0,10,4
393,19,M,student,448,198.0,250.0,11,5
394,25,M,administrator,149,101.0,48.0,22,7
395,43,M,other,57,35.0,22.0,17,8
396,57,M,engineer,54,26.0,28.0,19,7
397,17,M,student,102,69.0,33.0,14,6
398,40,M,other,172,100.0,72.0,9,4
399,25,M,other,319,57.0,262.0,9,4
400,33,F,administrator,22,13.0,9.0,4,2
401,46,F,healthcare,153,67.0,86.0,6,2
402,30,M,engineer,68,47.0,21.0,19,7
403,37,M,other,50,34.0,16.0,17,8
404,29,F,programmer,44,21.0,23.0,6,2
405,22,F,healthcare,737,116.0,621.0,7,3
406,52,M,educator,342,181.0,161.0,12,5
407,29,M,engineer,226,124.0,102.0,18,7
408,23,M,student,27,16.0,11.0,15,6
409,48,M,administrator,203,128.0,75.0,10,4
410,30,F,artist,28,9.0,19.0,6,2
411,34,M,educator,58,37.0,21.0,16,8
412,25,M,educator,51,40.0,11.0,16,8
413,55,M,educator,50,31.0,19.0,16,8
414,24,M,programmer,25,17.0,8.0,20,7
415,39,M,educator,24,20.0,4.0,16,8
416,20,F,student,493,322.0,171.0,7,3
417,27,F,other,365,141.0,224.0,8,3
418,55,F,none,20,7.0,13.0,6,2
419,37,M,lawyer,32,27.0,5.0,23,7
420,53,M,educator,36,26.0,10.0,16,8
421,38,F,programmer,62,43.0,19.0,6,2
422,26,M,entertainment,97,49.0,48.0,23,7
423,64,M,other,64,36.0,28.0,17,8
424,36,F,marketing,44,22.0,22.0,6,2
425,19,M,student,204,67.0,137.0,14,6
426,55,M,educator,101,71.0,30.0,16,8
427,51,M,doctor,31,28.0,3.0,21,7
428,28,M,student,55,44.0,11.0,15,6
429,27,M,student,414,186.0,228.0,11,5
430,38,M,scientist,65,39.0,26.0,23,7
431,24,M,marketing,21,9.0,12.0,23,7
432,22,M,entertainment,62,39.0,23.0,23,7
433,27,M,artist,41,20.0,21.0,23,7
434,16,F,student,44,26.0,18.0,1,1
435,24,M,engineer,379,166.0,213.0,12,5
436,30,F,administrator,145,92.0,53.0,4,2
437,27,F,other,263,152.0,111.0,8,3
438,51,F,administrator,33,28.0,5.0,4,2
439,23,F,administrator,31,18.0,13.0,4,2
440,30,M,other,51,39.0,12.0,17,8
441,50,M,technician,20,11.0,9.0,21,7
442,22,M,student,143,47.0,96.0,14,6
443,35,M,salesman,24,12.0,12.0,23,7
444,51,F,lawyer,24,16.0,8.0,6,2
445,21,M,writer,135,16.0,119.0,23,7
446,57,M,educator,36,7.0,29.0,16,8
447,30,M,administrator,139,80.0,59.0,22,7
448,23,M,entertainment,38,22.0,16.0,23,7
449,23,M,librarian,75,50.0,25.0,23,7
450,35,F,educator,540,378.0,162.0,7,3
451,16,M,student,98,38.0,60.0,15,6
452,35,M,administrator,206,110.0,96.0,10,4
453,18,M,student,156,73.0,83.0,14,6
454,57,M,other,236,79.0,157.0,9,4
455,48,M,administrator,189,95.0,94.0,10,4
456,24,M,technician,217,112.0,105.0,10,4
457,33,F,salesman,277,216.0,61.0,8,3
458,47,M,technician,183,130.0,53.0,10,4
459,22,M,student,118,58.0,60.0,14,6
460,44,F,other,68,32.0,36.0,3,2
461,15,M,student,23,8.0,15.0,15,6
462,19,F,student,33,24.0,9.0,1,1
463,48,F,healthcare,133,48.0,85.0,6,2
464,60,M,writer,53,42.0,11.0,21,7
465,32,M,other,80,38.0,42.0,17,8
466,22,M,student,101,50.0,51.0,15,6
467,29,M,engineer,44,28.0,16.0,19,7
468,28,M,engineer,143,103.0,40.0,18,7
